File Name,text
aud_1.txt,이 사람은 전 국민은행 과장직을 영유했던 은행 직원이었는데요 이번 금융금리 사건은 형자만의 범한 사실이 아니고요 전국의 은행 금융권 직원들이나 지점장까지 연관되어 있는 사실이라고 보시면 됩니다 은행사 직원들이기 때문에 가능한 일들이고요 현재 형자 직원들을 검거하기 위해서 은행 금융권 직원들에 대한 저희가 대사수사 중인데 만약에 본인과 조사하자 하신 분들이 이번 사건에 대해서 제자에게 유포를 한다거나 언론에 노출하게 된다면 저희 수사에 큰 혼란을 입힌다는 판단으로 공모집행방해죄로 년 이하의 징역 또는 천만 원 이하의 배급량을 처하게 된다는 거 유의해 주시고 노출자에 임해주세요 지금 위치하신 곳이 어디세요 직장이세요 아니면 자택이세요 직장이요 제자가 개입이 없는 것으로 이도하시고 녹취를 진행하셨습니다 녹취 과정에서 제자 육성이나 기타 기계임이 들리시면 안 되고요 자금이 많이 섞이면 본인에게 불리한 녹취 증건물로 재판부에 집착할 수 있으니까요 거기에 대해서 좀 주의를 해주세요 직장 내부에 지금 계신 거고 제자가 들어오는 방향이 없으신 건가요 직원들이 있어요 직원들이 있으시다고요 와서 수사하세요 와서 수사하세요 제가 그러면 공문 발송해 드릴게요
aud_10.txt,제가 한 가지만 여쭤볼게요 혹시 문은정이라는 사람 들어보시거나 알고 계십니까 아니요 문은정이라고 전혀 모르시는 사람이에요 제가 이 사람에 대해서 여쭤본 이유는 얼마 전 저희 검찰청 수사과에서 문은정을 중심으로 한 금융범죄사기란을 검거했어요 그 검거 당시 현장에서 대량의 신용카드와 대포통장 은행 보안카드 등을 압수를 했는데 이 압수된 물품 가운데 본인 관련 사건이 있어서 연락드렸었는데 혹시 문은정이라는 사람 들어보시거나 알고 계십니까 아니요 문은정이라는 사람 전혀 모르세요 전혀 몰라요 저희 사람에 대해서 여쭤본 이유는 얼마 전 저희 검찰청 수사과로 문은정을 중심으로 한 금융범죄사기란에 검거되어 들어왔어요 그런데 그 검거 당시 현장에서 대량의 신용카드와 대포통장 은행 보안카드 등을 압수를 했는데 이 압수된 물품 가운데 명의로 된 우회은행과 하나은행 계좌가 대포통장으로 발견되었어요 본인 대포통장이 무엇인지 알고 계십니까 제 걸로 통장 발급했다는 거 아니에요네 그래서 년 월 경기도 광명시에서 이 두 개의 계좌가 개설이 되고 사용이 되다 보니까 회사 직접 개설하셔서 다른 타인에게 양도나 매매를 하신 건지 아니면 본인 개인정보 유출로 인해서 지금 명의도용을 당하신 피해자이신지 확인 주소 중에 있어요네 그 분실은 사실 없다는 겁니까 그 민증을 잃어버리긴 했거든요 언제쯤 부실하셨어요 기억이 안 난다 아무튼 잃어버려가지고 한 몇 년 정도 되신 거예요네네 음 일단은 저희도 뭐 본인을 어느 정도 피해자로 보고 있는데 명의도용을 당하신 다만 피해자로서 입증시켜드릴 만한 증거자라고 없기 때문에 이렇게 연락을 드린 거고 만약에 회사에서 명의도용을 당하신 피해자시다면 그럼 조사를 간단하게 저희가 몇 가지 확인 조사차 연락을 드린 겁니다 그럼 제가 수사 절차상 몇 가지만 질문드릴 테니까 질문을 간단하게 아시면 아신다 모르시면 모르신다 진술만 간단하게 좀 해주시면 돼요 모든 조사 과정은 녹취로서 진행이 될 거고 이 녹취 증거자료는 본인께서 피해자증 받으시는데 채택이 되는 부분이기 때문에 증거자료로서 거짓 증언하시면 안 되십니다 절대 그리고 제자의 목소리나 잡음이 들려오면 증거자료 채택으로서 효력을 잃을 수도 있으니까 이 부분만 어 어 어 그리고 혹시 메모를 가능하십니까 메모 가능해요 메모 하나만 해주시겠어요 우선 본인 사건번호를 좀 불러드릴 건데 사건번호는 조사 호 안건이에요 호 지금부터 질문 좀 드릴테니까 본인께서 하시는 사실대로만 좀 질서 부탁드리겠습니다 저는 서울중앙지검 첨단 범죄수사부 김현수 수사관이라고 해요 이것도 정해져 있는 거예요 아니요
aud_10.txt,제 이름 정도 기억하시면 좋겠죠 저자 본인 선생님 맞으시죠 전라도 광주 출신의 세 여성인데 문은정이라는 사람 들어보시고 알고 계십니까 아니요 몰라요 문은정이라는 사람 전혀 모르시고 저희가 압수한 이 두 개의 계좌는 불법 현장에서 발견되었고 사용이 되었기 때문에 가 본인 명의이지만 본인의 이름이 맞지 않습니다 본인 동의 없이 규정상 동결처를 시켰습니다 동결처를 하는 게 무슨 뜻인지 아세요 혹시 혹시 모르겠어요 더 이상 사용하지 못하도록 지급정지 사용정지를 시켰다는 말인데 본인께서 이 부분에 대해서 전혀 이의는 없으십니까 죄송한데 잠시만요 지금 저쪽에 뭐 자본이 좀 들려왔어요 아네 그래서 저 실례가 안된다며 어디신지 잠시 여쭤봐도 될까요 아 지금 제가 일하고 있어서요 어 잠시만 조용한 곳으로 이동 가능하십니까 잠시만요 됐어요 이게 만약에 증거처리로서 제공되기 위해서는 참제 목소리나 이런 게 들려오면 회력을 잃을 수가 있기 때문에 제가 말씀드린 거고 그럼 일단은 저희가 압수한 두 개의 통장은 동결처리 한 부분 통결처리 통결처리 통결처리 통결처리 통결처리 통결처리 통결처리 통결처리 통결처리 그럼 에서도 본인께서 직접 계산해서 사용하고 계시는 금융권이 있으실 거예요 본인께서 사용하시는 그 정상적인 금융권 제외를 하고 저희가 압수한 우리 은행과 하나하는 계좌처럼 에서 모르시는 또 다른 금융권에 또 다른 계좌들이 추가적으로 발견된다면 저희가 전부 다 이 불법 자금 통장으로 관주를 하고 동결처리 들어갈 겁니다 이 부분에 대해서 동의하시겠어요 그럼 박사님께서 사용하시는 금융권에 대해서 여쭤볼 건데 앞서 말씀드렸다시피 공공기관에서는 개인정보 계좌번호 비밀번호 절대 요구하지 않습니다 다만 사용하시는 금융권이 있으시다면 어떤 어떤 금융권을 사용하시는지만 간단하게 지수를 좀 받을게요 국민은행이랑 국민은행만 지금 쓰고 있어요 다른 금융권 전혀 없으시고 지금 쓰는 거 맞아요 제가 다른 금융권에 대해서 대해서도 모든 조회를 해볼 거예요 금융권 정원에서 했을 때 본인께서 모르시는 또 다른 금융권에 계좌들이 추가적으로 발견이 된다면 저희가 전부 다 불법 경영통장으로 관계를 하고 동결처리 들어갑니다 그러면 본인께서 피해 보신 건 없으십니까 혹시 없어요 그럼 국민은행 제외하고 다 동결처리 해도 되겠어요 그럼 국민은행 같은 경우는 개설 지역이 어디신지 기억나십니까 대전이요 대전 다른 타이밍은 없으시고 그럼 사용하시는 구자수는 여러 개 있으신 거예요 여러 개 있어요 여러 개면 용도가 어떤 용도예요 예를 들어서 입출금 예금 적금 정량 펀드 마리스토크 등 동료가 몇 가지 있는데 그냥 그죠 입출금 입출금 입출금이랑 예금이랑 적금이랑 입출금은 대략적으로 몇 개 정도 있어요 하나요 입출금 하나 예금 같은 경우에는 예금 다섯 개요
aud_10.txt,예금으로 다섯 개 자 그럼 일단은 제가 이 진수하신 내용 국민은행 입출금 계좌 하나 그리고 예금 계좌 다섯 개 맞죠 이 계좌를 제외하고는 다른 금융권에 본인 명의로 된 게 있다면 전부 다 동결처리 들어갑니다 아까 메모하신 사건번호 지금 가지고 계십니까 잠시만요 사건번호 혹시 아까 메모하신 거 가지고 계시는지 메모하신 거 있으시면 제가 본인 사건 관련해서 사건번호를 불러드렸다는 것은 이번 사건으로 인해서 본인께서 명의등록 당하신 피해자시면 피해자의 조사를 받으셔야 되기 때문에 말씀드린 거고요 제가 수사 절차상 간단하게 제가 지금 이렇게 질문을 드렸고 본인이 진수를 해주셨어요 맞죠 이 사건번호에 따른 본인 담당 검사님을 잠시 연결시켜 드릴 거예요 담당 검사님께 본인 사건번호하고 본인 성함 잠시 말씀하시고 무관 피해자가 맞다면 피해자 중 조사를 간단하게 좀 받아주시면 되겠어요 지금 전화하신 분도 검사님 아니세요 저는 수사관이에요 김현수 수사관 그래서 제가 메모를 좀 해달라고 했던 거고 잠시만 기다려 주시고 본인 성함과 사건번호 꼭 말씀하셔야 돼요 알으시겠죠 어 그리고 제 이름 메모해주세요 본인 정당 수사관이고 음 김현수라고 합니다원님 일단 아직 안 어져 있어요 그럼 가장 연결시켜드릴게요 여보세요 안녕하세요 전화 연결했습니다 메모 가능하시면 메모 좀 해주시고 다음 주에 저는 서울중앙지검 첨단 범죄수사 부 팀장 정우석입니다 정우석입니다 첨단 범죄수사 부 팀이요 최첨단할 때 첨단이고 정우석입니다 정우성이 아니라 정우석이에요 그 사건 번호 혹시 전달받으신 거 있습니까 사건 번호 좀 입증을 좀 해주시겠습니까 조사 호 안건입니다 잠깐만요 호 안건 전달 받으셨고 이거 어 이 씨 본인 맞으시죠 어 우선 수사 기록을 보면은 저희 쪽에서 작년 월달부터 그 월달까지 두 차례 정도 좀 연락을 드렸는데 그 부재로 지금 나와있네요 그 혹시 뭐 내 손번호로 사건도 고 도 메모 가능하시면 메모 좀 해주세요 모르겠습니다 혹시 업무가 많이 바쁘셔서 못 받으신 건지 아니면 모르는 전화를 생각하시고 요즘에 보이스피싱이라든지 파밍이라든지 종기라든지 스매싱 이런 금융사기 전화 생각하시고 지금 전화를 안 받으신 건지 현재 지금 사건 고지 전설이 안 되었거든요 한테 오늘 녹취 단말기로 행정복귀 절차 조 항에 근거하여 사건 고지 전달을 수사관님께서 이행을 해드렸는데 지금 한테 오늘 최후 통첩이 될 거예요 저희들 최후 통첩이 될 거고 오늘 저희 검찰 측에서 앞으로 분한 조사가 들어간 이유가 조금 있는데 어떤 이유 때문에 분한 조사가 들어갔다 녹취 조사라고 보시면 돼요
aud_10.txt,유선상으로 약식에 대한 조사가 지금 진행 중인데 어떤 이유 때문에 지금 본인 앞으로 검찰 조사가 들어갔는지는 알고 있습니까 대표님께서는 대포통장 그거 때문에요 대포통장 그거 때문에 지금 그렇게만 알고 계시는 거예요 아 자 그 지금 본인 주장대로 이 단순하게 본인이 통장을 개설받은 사실이 없었고 명의를 통해 피해자라고 주장을 하시는 거라면은 좀 쉽게 단순하게 생각을 하실 수도 있습니다 해서 가 잠시만요 예예 예예 그 단순하게 좀 생각을 하실 수도 있는데 그 도 잘 아시겠지만은 대한민국 모든 은행권에는 본인 신분증을 지참해야지만 이 통장이 개설이 된다는 원칙이 있다 이건 알고 계실 거예요 저 제가 지금 일을 해야 되는데 분 뒤에 다시 전화 업무 중에 전화를 받으셨습니까 아 지금 하신 일이 많이 바쁘세요 아 지금 한 분 정도만 바쁘고 다시 괜찮으시거든요 아 그래요 업무가 많이 밀렸다 자 그러면은 제가 지금 현재 녹취가 되고 있는 부분 알고 있을 거예요 제가 이 통화가 어느 정도 좀 유지가 돼서 내용에 대해서 전달을 좀 해드려야 되는데 우선적으로 가 통화는 좀 잘 유지해 주시고 법원에 좀 제출을 해야 돼요 이 통화 기록을 그 검찰에서 조사가 들어왔다는 얘기는 좀 항고를 좀 해주세요 제가 이거는 왜 항고를 해야 되는지 제가 말씀을 좀 드릴 테니까 일단 본인 무작정 저희들이 공무원으로서 본인 입장을 무조건 뭐 이해를 못 하고 진행하는 게 아니라 일단은 입장을 이해하고 있기 때문에 통화 유지 잠깐 해주시고 업무 좀 보시고 아 괜찮으세요 나오셔가지고 끊지 마시고 왜냐하면 녹음이 되고 있는데 이 녹취 기록을 법원에 좀 제출을 해야 돼요 지금 통화 좀 갔다 올게요 지금 예 그러면은 통화 유지해주시고 갔다 오시고 난 이제 좀 조용한 곳으로 이동하셔서 저한테 말씀 좀 주세요 마지막에 조치에 대해서 말씀 좀 드릴게요 본인한테 좀 중요한 사안이기 때문에 기다리고 있겠습니다 예 여보세요 여보세요 아 여보세요 예 업무 다 보셨습니까 아 그 바쁘신데 저희들이 또 저희들 본인 입장을 지금 이해를 못 하는 게 아니라 제가 또 해야 될 일이 있기 때문에 조금 이 이런 부분 좀 이해를 좀 해주시고 오늘 가 조사를 받고 안 받고 오늘 가 조사를 받고 안 받고는 본인 권리예요 하지만은 이 검찰관 직무침팬 법 조 항에 따라서 이 사건 고지 전달을 저희 쪽에서 해드렸기 때문에 가 만약에 오늘 피해자 입증 담당 검사로서 이 피해자 입증이 안 된다라면은 다음 주 목요일 차 공판이 있습니다 호 안건에 대한 차 공판이 있다는 거예요 재판이 있다는 얘기인데 만약에 오늘 피해자 입증 안 되면은 다음 주 공판에 무조건 출석을 하셔야 됩니다 출석 요구서가 발행이 될 거예요
aud_10.txt,집행가에서 우선적으로 가 지금 용의자 선상에 올라와서 지금 조사를 받고 있는 게 아니라 형사소속법 죠 과연 사건 사안에 따라 약식 기소로 결정을 할지 정식 기소로 결정을 할지 이 사건에 대해서 담당 검사가 기소를 차적으로 부치하는 사안입니다 현재 같은 경우는 약식 기소 관련해서 지금 사건 자체가 분류가 되었고요 담당 검사 소견으로 분류가 된 건데 가 아시는 내용 지금 배포 통장이라고 주장을 하셨고 통장을 발급받은 적이 없다 통장 은행에서 통장을 발급받으려면 신분증이 있어야 되는데 본인이 그런데도 불구하고 이번 사건에서 통장 두 점을 차이는 게 준 적이 없다고 주장을 하셨습니다 맞습니까 현재 저희들이 왜 본인 앞으로 임의동행을 대신해서 이 분환 조사가 들어갔는지 그리고 이 분환 조사 녹취 조사를 통해서 본 검사인 저한테 피해자 입증이 돼야 되는지 거기에 대해서만 간단하게 전달을 좀 해드릴 겁니다 년 월 일입니다 지난해 월 일에 문은정으로 구성된 금융 범죄 사기단들을 근거로 하면서 현장 압수 물품들 배포 통장 장 넘기가 압수 조치가 되었습니다 압수 물품들을 조사하는 과정에 이 명의로 돼 있는 우리은행 한한행 통장 두 점이 압수 확인 조치가 되었고 문제가 되는 부분은 이 두 점의 통장이 단순하게 개설만 된 게 아니라 범죄 수익금을 세탁한 목적으로 이용이 좀 되었다는 겁니다 아니 법정명령이 부과가 됐는데 물론 이런 법정명령 공문이라든지 이런 내용을 제가 확인을 시켜드릴 거예요 이런 중요한 사안에 대해서 지금 바로 본인께 확인을 좀 시켜드리고 본인 또한 이번 사건에서 씨 본인 입장에서 단순 개인정보 유출권으로 피해자라고 주장을 하시는 거라면 법적인 절차에 따라서 제가 오늘 피해자 입증 접수를 받아들일 겁니다 담당 검사는 차적인 통화기로 카카오톡 문자내용 이런 모든 기록들을 봤을 때는 전혀 상관 연관이 없습니다 이 용의자들 문은정 그리고 황인철 조태수 이런 사람들 지금 저희들한테 명이 근거가 됐는데 라고 지금 통화기록 명이 전혀 없어요 문자 기록도 없고요 지금 정화 받을 때는 지금 이번 사건에 명의를 통해 당한 피해자다고 저희들이 가정을 할 수가 있는데 현재 이런 가정 이런 기록들 가지고 다음 주 공판에 씨를 피해자라고 제가 합려를 시켜드릴 수가 없어요 변호인에게 그 얘기는요 이 계획에 따른 내용 증명서가 필요한데 자 이분들 실질적으로 계기로 통장에 돈을 입금을 했고 이 통장들이 범죄 수익금을 세탁하는 목적으로 사용이 됐기 때문에 문제가 된다는 겁니다 그래서 오늘 내용 증명서를 제가 본인 약식에 대한 조사를 진행을 좀 도와드리고 내용 증명서를 법원에 제출할 수 있는 서류가 좀 있어야 되는데 물론 이 서류 중에 녹취 파일 그만큼 중요하기 때문에 본인하고 이 조사 내용을 조금 통화 유지를 좀 해보려고 제가 말씀을 드린 거예요
aud_10.txt,그리고 본인 주변 사람들한테 왜 제가 좀 항구를 좀 해둘라 이런 얘기를 부탁을 드렸냐면 지금 현재 개인정보 유출 건으로 지금 조사가 진행 중이기 때문에 혹시나 씨 개인정보가 주변 인물로 통해서 직장 내부에서 최초 유출이 됐다면 유출 경로에서 정확하게 파악을 하고 바로 잡아야 되는 게 저희들이 해야 될 일입니다 오늘 피해자 입증 못 받는다 하더라도 다음 주 목요일 본인이 공판에 참석을 하신다 하더라도 추후에 이런 일이 두 번 다시 발생이 되면 생활하시는데 괜찮으실까요 있으시고 자 어떤 제가 제가 제가 제가 제가 제가 제가 제가 지금 지금 지금 지금 지금 지금 지금 이기 때문에 형사사법절차 전자촉진법 시행령 제조에 근거하여 법원 명령서를 제가 지금 부과를 좀 해드릴 건데 제가 말로만 본인한테 얘기를 드리면 본인한테 강요라든지 이해라든지 본인한테 설득이 될 수가 있어요 그래서 제가 그런 내용보다는 보건리 원칙 규정과 방침이 있기 때문에 법적 명령서를 제가 바로 지금 보내드릴 건데 지금 혹시 지금 외부에 나와 계시기 때문에 인터넷 사용이 좀 불가능하시죠 만약에 사무실로 들어가셔서 인터넷을 사용하게 된다면 주변 사람과 같이 공유를 할 수 있는 상황입니까 왜냐하면 저희들이 증거자료라든지 국가보증금이라든지 전자공문 비문계 특급사건의 법원 명령 법원 공문이 본인 앞으로 발행이 되어 있기 때문에 전자수집인지로 저희들이 확인을 본인한테 전달을 좀 해드리기 위해서 말씀을 드리는 건데 아무래도 이런 공문 같은 경우 본인이 제자와 공유를 하신다든지 본인이 캡처를 하신다든지 이렇다면 개선의 조사 과정 중에 공무소 위조 혐의까지 적용이 될 수 있어요 조세범 처벌법에 해당이 되기 때문에 미리 좀 제가 상황을 말씀을 드린 거였는데 그러면 주변 사람과 같이 공유를 할 수 있는 상황이다 이런 얘기를 하시는 거죠 지금 공실 들어가게 되면 그렇다면 이거 휴대폰 스마트폰이면 통화 유지하시면서 혹시 인터넷 창 켜실 수 있겠습니까 저희들 스피커폰 하셔야 되죠 그렇게 되면 이어폰은 없죠 지금 방에 지금 그냥 이렇게 해도 들려요 아 괜찮습니까 그러면은 형사사법절차 전자청 조에서 년 일 오전 시 고지 전달 바 하팔창 아무거나 띄워주시고 주소창 보이실 겁니다 주소창 전부 빈칸으로 만들어 주시겠습니까 빈칸으로 만들어드렸습니다 만드셨습니까 그러면 거기 보시면 주소창에 지금 시간이 분이기 때문에 주소창 보시면 숫자로 점 찍으시고 점을 찍어주시고 그리고 점 찍으시고 그리고 점 찍어주시고 그리고 점 찍어주세요 마지막에는 점을 안 찍습니다 그리고 이동 버튼 좀 눌러주시고 눌러주시면 본인이 지금 시 분 기준으로 해서 서울대검찰청 중앙지방검찰청에 접속하신 기록이 사이버 수사과에 확인을 조금 될 거예요 본인이 직접 접속하셨다는 내용이 접속하셨습니다 맞습니까
aud_10.txt,접속됐으면 접속됐다고 말씀 좀 주시고 종합해서 말씀 좀 드릴게요 다 지워주시고 홈페이지 접속하셨습니까 지금 사용하시는 휴대폰 시 분으로 본인이 연동을 시켜서 접속을 하신 기록이 저희 쪽에 있어야 되는 겁니다 씨 맞죠 휴대폰으로 접속하신 거 맞으시죠 씨 음 자 저희들 입장에서는 검찰관 직무진법 조 항이라는 법적 명령이 있기 때문에 사건 고지 전달을 해드려야 되는 이 의무가 있습니다 한테 제가 말로 설명드리는 것보다 호 안건에 대한 법원 명령서 이 공문을 제가 본인한테 전달해드리는 절차이기 때문에 이 증거 자료 또한 전달을 해드렸고 혹시나 추후에 조사를 피한다 거부하신다 이렇다면 담당 검사 저한테 본인이 하소연을 하시면 안 되는 거예요 아시겠죠 씨에 자 거기 보시면은 나의 사건 조회하기라고 파란모 박스가 있을 거예요 중간쯤에 보시면은 박스 개가 있을 건데모 칸 개가 있을 겁니다 보시면은 나의 사건 조회하기로 파란 박스가 있을 거예요 보이십니까 나의 사건 조회하라고 하는데요 아 나의 사건 조회 클릭하셨습니까 같이 있는 게 아니기 때문에 같이 좀 진행을 좀 도와드릴게요 씨 지금 씨 같은 경우는 저희 검찰 공무원도 아니시고 검찰 조사 받은 기록이 전혀 없습니다 따라서 비회원 로그인으로 본인 실명 확인하시고 로그인 하시고 하시게 되면은 호 안건에 대한 사건 번호가 열람이 될 거예요 죄송한데요 제가 이제 자야 될 시간이라서요 이제 끊을게요 자야 되는 시간에서 끊는다는 게 무슨 말이죠 전화를 안 받겠다는 겁니까 제가 지금 쉬어야 되거든요 조사를 안 받겠다는 거네요네 다시 전화드릴게요 어떤 내용 아 씨
aud_100.txt,무슨 일 때문에 그러세요 다른 건 아니고 본인 앞으로 명의도용 사건 때문에 몇 가지 확인차 연락을 드렸거든요 통화는 계속 가능하세요 말씀하세요 일단 저는 금융범죄예방기획팀의 이종훈 수사관이고요 혹시 몇 가지 질문을 조금 드릴 건데 협조 부탁드리고요 혹시 본인께서는 거주했던 세 남성 김준철이라고는 아시는 분이세요 아니요 모르는데요 모르시고요 혹시나 뭐 최근 년 사이 신문증 휴대폰 같은 개인정보가 유출될 만한 물건 도난 문시를 하신 적 없으시고요 혹시 뭐 년 월 일 시점과 시점에서 국민과 농협은행 통장 개수 사실이 없으시고요 없는데요 일단 저희가 이렇게 연락을 드린 게 지금 얼마 전에 저희 수사팀이 이제 김준철로 인한 금융범죄 사기단을 검거했습니다 중요한 게 검거 현장에서 대량의 대포 통장과 신용카드가 발견됐는데 그중에서 명의로 확인된 농협과 국민은행 통장이 발견돼서 연락을 드렸거든요 혹시 본인께서 이 두 계좌 개설에 대해 아시는 부분 없으시고요 전혀 없는데요 일단은 아무래도 저희 입장에서는 이제 제가 말씀드린 이제 김준철에게 일정 대가성을 받고 계좌를 양도하시거나 판매하신 가해자분이신지 아니면 명의동의를 당하신 피해자분이신지를 중점으로 연락을 드렸고요 저는 모르시는 부분이 하셨으면 이제 무고한 피해자라고 입증해 주시면 되겠거든요 일단은 질문의 전반적인 조사 과정은 이제 녹취 상태로 진행되고요 녹취 자료는 이제 차 공판 때 중요한 증거 자료로 제작되기 때문에 자의 목소리가 들리거나 소음 잡음이 들리시면 증거 자료 제작되기 힘들기 때문에 이제 그것 좀 유의해 주시고요 혹시 일하고 계신 건가요 신청해 주시고요 일단 그럼 바로 진행해도 될까요 일단 뭐 혹시나 거짓말을 하시거나 숨기는 부분이 있으시면 은닉제와 공무집행방해 때 추가 성립되고요 진행하도록 하겠습니다 통화자분이 씨 맞으십니까 에 거주했던 김준철은 전혀 모르시는 분이십니까 년 월 일 와 의 지점에서 북민과 농협을 낸 김장길 사수 있으십니까 없는데요 최근 년 사이 신분증 휴대폰 같은 개인정보가 유출될 만한 물건을 도난 분실하신 적 없으시고요 없는데요 일단 본인께서 이 통장을 개설한 사실이 없다 하시더라도 이제 본인 명의의 불법통장 이미 악용이 되었기 때문에 저희가 본인 의사와 상관없이 동결 처리시켰고요 동결 처리라는 건 이제 사용 못하도록 정지를 시켰다는 거거든요은 이렇게 어 진짜 그건 좀 어쩔 수 없다 노적인 아까 음 아직 말이을 했지만 억만 정도는 한가초 한 가 같 하는 생각 속을 감 낳 제가 왜 설명을 하는지부터 이유를 말씀드리고 진행하도록 하겠습니다 일단 말씀드렸다시피 본인 진술 내용은 국립감독원의 조회기록이 어느정도 위치가 돼야 저희가 가 피해자라고 도와드릴 수 있는 부분이 되는 거고요
aud_100.txt,진술하신 내용은 다른 은행권이나 불법통장이 나올 여지가 있어서 동결처리시키려고 말씀드리는 거고요 저희가 사법기관이다 보니까 개인정보나 계좌번호 비밀번호 이런 건 저희가 묻지도 못하게 되어 있으니 크게 걱정하실 건 없을 것 같고요 바로 진행하도록 하겠습니다 일단은 사용 안 하신지 오래되셨더라도 사용하신 은행권 상호명부터 간략하게 말씀해 주시겠어요 저기요 제가 지금 업무 중이고요 지금 어디시라고 말씀하셨죠 서울중앙지검 금융검제예방계획팀이요 성함이 어떻게 되신다고요 이종훈 수사관이요 예 그러면 연락처 하나만 남겨주시겠어요 이쪽으로 다시 연락을 주시겠어요 알겠습니다 언제쯤 연락 가능하신지 제가 이따 오후에 연락드릴게요 일단 알겠습니다
